srcip;sport;dstip;dsport;proto;state;dur;sbytes;dbytes;sttl;dttl;sloss;dloss;service;Sload;Dload;Spkts;Dpkts;swin;dwin;stcpb;dtcpb;smeansz;dmeansz;trans_depth;res_bdy_len;Sjit;Djit;Stime;Ltime;Sintpkt;Dintpkt;tcprtt;synack;ackdat;is_sm_ips_ports;ct_state_ttl;ct_flw_http_mthd;is_ftp_login;ct_ftp_cmd;ct_srv_src;ct_srv_dst;ct_dst_ltm;ct_src_ ltm;ct_src_dport_ltm;ct_dst_sport_ltm;ct_dst_src_ltm;attack_cat;label
59.166.0.3;43681;149.171.126.9;111;udp;CON;0.016815;568;312;31;29;0;0;-;2.026.761.875;1.113.291.719;4;4;0;0;0;0;142;78;0;0;7.052.919;6.794.834;1421927495;1421927495;4.996.667;4.827.667;0;0;0;0;0;0;0;0;4;3;2;3;1;1;2;;0
59.166.0.6;12899;149.171.126.8;80;tcp;FIN;0.004184;1058;822;31;29;2;2;http;1.770.554.375;1.414.913.875;8;10;255;255;1353788565;3504451520;132;82;1;82;35.095.414;0.729787;1421927495;1421927495;0.546;0.404111;0.000686;0.000542;0.000144;0;0;1;0;0;3;2;1;4;1;1;1;;0
59.166.0.7;14018;149.171.126.5;21;tcp;FIN;4.561.724;2934;3740;31;29;11;15;ftp;5.047.214.355;6.437.916.504;52;54;255;255;2410852441;297626040;56;69;0;0;6.109.080.437;168.683.797;1421927490;1421927495;89.439.075;86.061.602;0.000579;0.000456;0.000123;0;0;0;0;0;1;2;2;3;1;1;2;;0
59.166.0.1;51767;149.171.126.2;27789;udp;CON;0.001819;520;304;31;29;0;0;-;1.715.228.125;1002748.75;4;4;0;0;0;0;130;76;0;0;0.646061;0.325749;1421927495;1421927495;0.462333;0.235333;0;0;0;0;0;0;0;0;4;4;4;3;1;1;2;;0
59.166.0.3;24218;149.171.126.4;54547;tcp;FIN;0.132002;8928;424;31;29;4;1;ftp-data;502477.25;2.248.450.781;14;8;255;255;331209014;1164949944;638;53;0;0;1.072.884.303;45.387.129;1421927495;1421927495;10.154;18.553.715;0.006889;0.001369;0.00552;0;0;0;0;0;1;1;2;3;1;1;1;;0
59.166.0.4;10259;149.171.126.1;53;udp;CON;0.001769;146;178;31;29;0;0;dns;3.301.300.313;4.024.872.813;2;2;0;0;0;0;73;89;0;0;0;0;1421927495;1421927495;0.009;0.008;0;0;0;0;0;0;0;0;1;1;2;2;1;1;1;;0
59.166.0.8;4868;149.171.126.2;6577;tcp;FIN;2.056.672;528;8824;31;29;1;4;ftp-data;185.153.479;3.146.442.188;10;12;255;255;1903725977;1906061666;53;735;0;0;2.166.547.906;1.958.217.622;1421927493;1421927495;228.483.778;186.929.278;0.00059;0.000443;0.000147;0;0;0;0;0;2;2;4;2;1;1;1;;0
59.166.0.0;64173;149.171.126.4;37115;tcp;FIN;0.072994;3806;51808;31;29;7;26;-;410.663.875;5592131;64;66;255;255;1593784787;3743620406;59;785;0;0;78.760.891;77.730.513;1421927496;1421927496;1.153.175;1.114.877;0.000653;0.000525;0.000128;0;0;0;0;0;9;6;5;4;1;1;1;;0
59.166.0.4;56897;149.171.126.4;27267;tcp;FIN;0.011788;2558;23162;31;29;7;14;-;1.693.247.375;15345096;40;42;255;255;1893788681;1909727717;64;551;0;0;0;16.654.116;1421927496;1421927496;0.293872;0.27378;0.000723;0.00056;0.000163;0;0;0;0;0;2;6;5;3;1;1;2;;0
59.166.0.5;14583;149.171.126.5;143;tcp;FIN;0.758948;7816;15132;31;29;30;32;-;8.171.310.156;1.582.400.781;122;126;255;255;1413788393;1414780553;64;120;0;0;418.532.417;41.671.213;1421927496;1421927496;626.895;6.067.048;0.000722;0.000564;0.000158;0;0;0;0;0;3;5;2;2;1;1;1;;0
59.166.0.6;16762;149.171.126.5;53;udp;CON;0.001038;146;178;31;29;0;0;dns;5.626.204.375;685934.5;2;2;0;0;0;0;73;89;0;0;0;0;1421927496;1421927496;0.008;0.004;0;0;0;0;0;0;0;0;2;2;2;5;1;1;1;;0
59.166.0.9;12424;149.171.126.7;25740;tcp;FIN;0.083126;320;1826;31;29;1;2;ftp-data;2.569.593.164;153.790.625;6;8;255;255;3383372638;1508589822;53;228;0;0;1.100.920.977;26.784.715;1421927496;1421927496;165.614;11.177.714;0.005106;0.004878;0.000228;0;0;0;0;0;3;3;2;4;1;1;1;;0
59.166.0.6;15685;149.171.126.6;6881;tcp;FIN;0.631769;13038;548216;31;29;21;197;-;1.643.765.313;6926139;226;438;255;255;1353791508;1358035517;58;1252;0;0;631.159.408;451.413.355;1421927495;1421927496;2.806.502;1.444.627;0.000593;0.000464;0.000129;0;0;0;0;0;17;11;4;5;3;1;3;;0
59.166.0.8;5948;149.171.126.2;54547;tcp;FIN;0.57757;8928;320;31;29;4;1;ftp-data;1.148.397.578;369.825.293;14;6;255;255;1903726985;1432410981;638;53;0;0;3.564.473.961;141.831.766;1421927496;1421927496;44.428.462;115.394;0.000612;0.000447;0.000165;0;0;0;0;0;2;2;2;1;1;1;1;;0
59.166.0.6;36057;149.171.126.6;6881;tcp;FIN;0.889465;11930;485110;31;29;19;174;-;1.067.877.891;4351919.5;206;388;255;255;1353792439;3503962154;58;1250;0;0;1.357.658.273;964.750.175;1421927495;1421927496;4.335.844;229.714;0.000594;0.000469;0.000125;0;0;0;0;0;17;11;4;5;3;1;3;;0
59.166.0.4;27672;149.171.126.4;51676;tcp;FIN;0.025981;3806;51808;31;29;7;26;-;1153766.25;15711174;64;66;255;255;4039171990;4039489839;59;785;0;0;2.256.687;21.963.932;1421927496;1421927496;0.407048;0.389846;0.000826;0.000632;0.000194;0;0;0;0;0;2;6;5;3;1;1;2;;0
59.166.0.1;36089;149.171.126.9;56538;tcp;FIN;0.902674;320;1862;31;29;1;2;ftp-data;2.366.302.734;1.444.596.777;6;8;255;255;1401273247;3330689311;53;233;0;0;1.267.683.183;315.190.344;1421927495;1421927496;180.469;12.880.157;0.005863;0.001062;0.004801;0;0;0;0;0;3;3;1;1;1;1;1;;0
59.166.0.6;34271;149.171.126.6;6881;tcp;FIN;0.315839;13246;548216;31;29;21;197;-;3.340.689.375;13854274;230;438;255;255;3499177144;1357454113;58;1252;0;0;8.278.565;46.014.468;1421927495;1421927496;1.383.903;0.723183;0.000666;0.000528;0.000138;0;0;0;0;0;17;11;4;5;3;1;3;;0
59.166.0.0;19592;149.171.126.7;19512;tcp;FIN;0.060997;3806;51808;31;29;7;26;-;491434;6692001;64;66;255;255;3803365503;3803656083;59;785;0;0;60.620.952;60.114.738;1421927496;1421927496;0.962873;0.929908;0.000666;0.000545;0.000121;0;0;0;0;0;9;3;2;4;1;1;1;;0
59.166.0.0;65092;149.171.126.1;19181;tcp;FIN;0.027875;2662;23162;31;29;7;14;-;7.459.013.125;6489255.5;42;42;255;255;1653787739;3840349330;63;551;0;0;47.829.319;1.319.016;1421927496;1421927496;0.671561;0.665024;0.000759;0.000608;0.000151;0;0;0;0;0;9;4;2;4;1;1;1;;0
59.166.0.7;15800;149.171.126.8;13856;tcp;FIN;0.041364;2558;23162;31;29;7;14;-;4.825.452.188;4373078;40;42;255;255;1473787784;3668457388;64;551;0;0;75.659.629;72.459.778;1421927496;1421927496;1.051.154;0.997415;0.000606;0.000466;0.00014;0;0;0;0;0;2;6;2;2;1;1;1;;0
59.166.0.2;26475;149.171.126.2;5190;tcp;FIN;0.00523;1064;2260;31;29;4;4;-;1492925.5;3169407.5;12;12;255;255;3983366835;1834061586;89;188;0;0;23.626.644;0.488739;1421927496;1421927496;0.443364;0.373727;0.001252;0.001111;0.000141;0;0;0;0;0;2;4;2;1;1;1;1;;0
59.166.0.7;35763;149.171.126.1;38373;tcp;FIN;0.074615;3806;51808;31;29;7;26;-;4.017.422.813;5470642.5;64;66;255;255;1473784585;1474087274;59;785;0;0;74.165.095;73.455.204;1421927496;1421927496;1.179.175;1.156.922;0.000698;0.00057;0.000128;0;0;0;0;0;2;4;2;2;1;1;1;;0
59.166.0.3;59637;149.171.126.4;21;tcp;FIN;17.428.362;2934;3740;31;29;11;15;ftp;1.321.065.063;1.685.069.458;52;54;255;255;2476592829;3969688054;56;69;0;0;2.189.382.402;60.871.925;1421927478;1421927496;341.725.308;328.825.812;0.000716;0.000581;0.000135;0;0;0;0;0;1;1;5;1;1;1;1;;0
59.166.0.0;1255;149.171.126.3;63786;tcp;FIN;0.069012;2662;23162;31;29;7;14;-;3.012.809.375;2621109.25;42;42;255;255;1593788058;1639391565;63;551;0;0;90.904.918;235.527;1421927496;1421927496;1.590.098;1.607.219;0.003358;0.003112;0.000246;0;0;0;0;0;9;4;3;4;1;1;1;;0
59.166.0.6;21790;149.171.126.8;5190;tcp;FIN;0.005205;1064;2260;31;29;4;4;-;1.500.096.125;3184630.25;12;12;255;255;3859171548;1714658296;89;188;0;0;23.238.871;0.548655;1421927496;1421927496;0.443636;0.422545;0.000699;0.000556;0.000143;0;0;0;0;0;17;6;2;5;1;1;1;;0
59.166.0.4;13053;149.171.126.6;80;tcp;FIN;1.020.335;1580;10168;31;29;3;5;http;1.136.097.461;7.530.076.563;12;18;255;255;3319180186;3325322390;132;565;1;3924;9.551.424.629;7.698.204.535;1421927495;1421927496;92.711.364;59.942.061;0.007926;0.001315;0.006611;0;0;1;0;0;1;4;4;3;1;1;1;;0
59.166.0.9;27935;149.171.126.3;64912;tcp;FIN;0.021927;2974;30506;31;29;7;18;-;1.062.799.375;10907466;48;50;255;255;1773786982;3924260896;62;610;0;0;27.140.633;24.702.383;1421927496;1421927496;0.469652;0.434694;0.000787;0.000619;0.000168;0;0;0;0;0;4;4;3;4;1;1;2;;0
59.166.0.9;39028;149.171.126.0;53;udp;CON;0.000978;130;162;31;29;0;0;dns;5.316.973.125;6.625.766.875;2;2;0;0;0;0;65;81;0;0;0;0;1421927496;1421927496;0.002;0.009;0;0;0;0;0;0;0;0;2;4;1;4;1;1;1;;0
59.166.0.9;51883;149.171.126.3;26930;tcp;FIN;0.039965;4014;59460;31;29;7;28;-;791692.75;11732466;68;70;255;255;3919179908;1787857440;59;849;0;0;32.104.415;30.532.584;1421927496;1421927496;0.591522;0.563464;0.001245;0.001083;0.000162;0;0;0;0;0;4;4;3;4;1;1;2;;0
59.166.0.5;12898;149.171.126.4;53;udp;CON;0.000992;130;162;31;29;0;0;dns;5.241.935.625;6.532.258.125;2;2;0;0;0;0;65;81;0;0;0;0;1421927496;1421927496;0.008;0.007;0;0;0;0;0;0;0;0;1;2;5;2;1;1;1;;0
175.45.176.1;6719;149.171.126.17;80;tcp;FIN;0.193578;1196;268;254;252;2;1;http;445.091.875;9257.25;10;6;255;255;2860724423;2370039847;120;45;0;0;1.098.498.269;65.462.426;1421927495;1421927496;20.252.222;37.136;0.053171;0.007889;0.045282;0;1;0;0;0;2;1;1;1;1;1;1;Exploits;1
175.45.176.1;10126;149.171.126.19;1521;tcp;FIN;0.826131;5464;2230;254;252;8;7;-;5.051.014.844;2.040.354.492;22;18;255;255;2231178177;1502673250;248;124;0;0;1.871.899.526;54.866.656;1421927497;1421927497;37.579.097;48.057.176;0.057915;0.00915;0.048765;0;1;0;0;0;1;1;1;1;1;1;1;Exploits;1
59.166.0.0;47390;149.171.126.6;51512;udp;CON;0.001734;520;304;31;29;0;0;-;1.799.307.875;1.051.903.125;4;4;0;0;0;0;130;76;0;0;0.632625;0.300761;1421927497;1421927497;0.451333;0.218667;0;0;0;0;0;0;0;0;9;11;6;4;1;1;3;;0
59.166.0.6;30201;149.171.126.6;28257;tcp;FIN;0.049062;2558;23162;31;29;7;14;-;4.068.321.875;3686926.75;40;42;255;255;1953787876;2005134994;64;551;0;0;73.204.591;71.520.422;1421927497;1421927497;1.248.538;1.183.805;0.00068;0.000523;0.000157;0;0;0;0;0;17;11;6;7;1;1;3;;0
59.166.0.7;47967;149.171.126.8;53;udp;CON;0.001038;146;178;31;29;0;0;dns;5.626.204.375;685934.5;2;2;0;0;0;0;73;89;0;0;0;0;1421927497;1421927497;0.01;0.007;0;0;0;0;0;0;0;0;2;1;3;2;2;1;1;;0
59.166.0.4;59148;149.171.126.5;54547;tcp;FIN;161.289;8928;320;31;29;4;1;ftp-data;4.112.369.531;1.324.330.811;14;6;255;255;343725523;3344519358;638;53;0;0;1.050.467.133;433.040.813;1421927495;1421927497;124.068.459;322.330.188;0.008741;0.001107;0.007634;0;0;0;0;0;1;2;4;2;1;1;2;;0
59.166.0.7;3054;149.171.126.0;53;udp;CON;0.00107;146;178;31;29;0;0;dns;545.794.375;6.654.205.625;2;2;0;0;0;0;73;89;0;0;0;0;1421927497;1421927497;0.009;0.007;0;0;0;0;0;0;0;0;2;4;3;2;2;1;1;;0
59.166.0.8;46844;149.171.126.2;21;tcp;FIN;1.408.188;2934;3740;31;29;11;15;ftp;1.635.009.033;208.551.709;52;54;255;255;4049110181;2405397796;56;69;0;0;1.574.391.234;458.335.969;1421927483;1421927497;276.108.935;265.685.781;0.000656;0.000533;0.000123;0;0;0;0;0;1;1;2;3;1;1;1;;0
59.166.0.6;28667;149.171.126.5;56723;tcp;FIN;0.085045;3806;51808;31;29;7;26;-;3.524.722.188;4799717.5;64;66;255;255;1953784611;1954058190;59;785;0;0;0;78.925.436;1421927496;1421927497;1.344.762;1.299.169;0.000766;0.000595;0.000171;0;0;0;0;0;17;5;4;7;1;1;1;;0
59.166.0.1;16867;149.171.126.3;34194;tcp;FIN;0.012929;2558;23162;31;29;7;14;-;1543816.25;13990873;40;42;255;255;406305636;2566991722;64;551;0;0;0;17.765.669;1421927497;1421927497;0.32259;0.301122;0.000769;0.000579;0.00019;0;0;0;0;0;4;4;1;3;1;1;1;;0
59.166.0.1;17610;149.171.126.9;6577;tcp;FIN;0.241712;528;8824;31;29;1;4;ftp-data;1.575.428.613;2.677.235.625;10;12;255;255;3550854837;2145845784;53;735;0;0;253.688.782;2.279.088.945;1421927497;1421927497;26.812.333;21.930.364;0.000598;0.000474;0.000124;0;0;0;0;0;3;3;1;3;1;1;1;;0
59.166.0.9;13360;149.171.126.7;11922;tcp;FIN;0.609543;424;8824;31;29;1;4;ftp-data;486.922.168;1.061.647.813;8;12;255;255;3383373577;3874737067;53;735;0;0;5.582.923.537;4.450.808.222;1421927496;1421927497;87.030.431;55.364.545;0.001493;0.000529;0.000964;0;0;0;0;0;3;3;2;2;1;1;2;;0
59.166.0.0;46402;149.171.126.6;47192;tcp;FIN;0.004977;3736;2456;31;29;7;7;-;5672493.5;3729154.25;18;18;255;255;2013791186;4162204777;208;136;0;0;13.465.408;0.346638;1421927497;1421927497;0.273471;0.261353;0.000666;0.00053;0.000136;0;0;0;0;0;9;11;6;4;1;1;3;;0
59.166.0.6;45542;149.171.126.6;33572;tcp;FIN;0.015887;2974;30506;31;29;7;18;-;1466859.75;15054321;48;50;255;255;166301930;166630251;62;610;0;0;19.804.856;18.703.528;1421927497;1421927497;0.331043;0.310816;0.000808;0.000648;0.00016;0;0;0;0;0;17;11;6;7;1;1;3;;0
59.166.0.8;1058;149.171.126.8;53457;tcp;FIN;0.048818;2558;23162;31;29;7;14;-;4.088.655.938;3705354.5;40;42;255;255;4223368655;4251364185;64;551;0;0;73.928.964;72.487.017;1421927497;1421927497;1.243.256;1.175.537;0.000787;0.000617;0.00017;0;0;0;0;0;2;6;3;3;1;1;1;;0
59.166.0.8;32299;149.171.126.5;2206;tcp;FIN;0.046029;3806;51808;31;29;7;26;-;6.512.415.625;8868148;64;66;255;255;2073784998;4219476357;59;785;0;0;52.118.763;5.074.376;1421927497;1421927497;0.725159;0.698646;0.000799;0.000608;0.000191;0;0;0;0;0;2;5;4;3;1;1;1;;0
59.166.0.9;33915;149.171.126.7;23183;tcp;FIN;0.375639;8928;320;31;29;4;1;ftp-data;1.765.737.813;5.686.310.547;14;6;255;255;3383374661;2242745534;638;53;0;0;3.268.641.792;149.436.781;1421927497;1421927497;28.895.309;74.991.602;0.000654;0.000514;0.00014;0;0;0;0;0;3;3;2;2;1;1;2;;0
59.166.0.6;18361;149.171.126.6;80;tcp;FIN;1.263.174;1684;10168;31;29;3;5;http;9.905.207.031;6.082.455.469;14;18;255;255;1533788644;3680177863;120;565;1;3924;9.285.785.103;8.129.660.721;1421927496;1421927497;97.139.156;74.254.118;0.001019;0.000851;0.000168;0;0;1;0;0;3;4;6;7;1;1;3;;0
59.166.0.0;32431;149.171.126.6;111;udp;CON;0.004372;568;304;31;29;0;0;-;779.505.875;4.172.003.438;4;4;0;0;0;0;142;76;0;0;1.639.547;1.388.758;1421927497;1421927497;1.165.333;0.989;0;0;0;0;0;0;0;0;9;11;6;4;1;1;3;;0
59.166.0.1;15147;149.171.126.2;9122;tcp;FIN;0.024882;3806;51808;31;29;7;26;-;1204726.25;16405112;64;66;255;255;2551688548;2552014964;59;785;0;0;21.230.104;20.475.698;1421927497;1421927497;0.38973;0.372862;0.000791;0.000637;0.000154;0;0;0;0;0;4;4;2;3;1;1;1;;0
192.168.241.243;49320;192.168.241.243;0xc0a8;icmp;URH;0;1424;0;64;0;0;0;-;189.864.853;0;4;0;0;0;0;0;356;0;0;0;4.899.254;0;1421927452;1421927497;15.000.144;0;0;0;0;0;0;0;0;0;2;2;2;2;1;1;2;;0
192.168.241.243;259;192.168.241.243;49320;icmp;URH;0;1424;0;64;0;0;0;-;189.864.853;0;4;0;0;0;0;0;356;0;0;0;4.899.254;0;1421927452;1421927497;15.000.144;0;0;0;0;0;0;0;0;0;2;2;2;2;1;1;2;;0
59.166.0.6;41677;149.171.126.0;5190;tcp;FIN;0.006029;1920;4312;31;29;6;6;-;2432244.25;5484160;22;24;255;255;2435883475;286632503;87;180;0;0;16.725.067;13.580.997;1421927497;1421927497;0.270429;0.233783;0.000797;0.000643;0.000154;0;0;0;0;0;17;3;3;7;2;1;1;;0
59.166.0.4;64824;149.171.126.5;21;tcp;FIN;16.637.695;2934;3740;31;29;11;15;ftp;1.383.845.459;1.765.148.315;52;54;255;255;2489109244;1072630335;56;69;0;0;2.288.087.311;62.676.675;1421927481;1421927497;326.222.781;313.909.469;0.000598;0.000489;0.000109;0;0;0;0;0;1;2;4;2;1;1;2;;0
59.166.0.0;41919;149.171.126.0;53;udp;CON;0.001081;146;178;31;29;0;0;dns;5.402.405.625;6.586.494.375;2;2;0;0;0;0;73;89;0;0;0;0;1421927497;1421927497;0.009;0.007;0;0;0;0;0;0;0;0;1;4;3;4;1;1;1;;0
59.166.0.3;14277;149.171.126.4;53;udp;CON;0.001066;146;178;31;29;0;0;dns;5.478.424.375;6.679.174.375;2;2;0;0;0;0;73;89;0;0;0;0;1421927497;1421927497;0.009;0.007;0;0;0;0;0;0;0;0;3;2;1;1;1;1;1;;0
59.166.0.6;43762;149.171.126.1;5190;tcp;FIN;0.006003;1920;4312;31;29;6;6;-;2442778.75;5507913;22;24;255;255;106302113;2256163862;87;180;0;0;16.879.425;13.758.474;1421927497;1421927497;0.269048;0.23713;0.000664;0.00054;0.000124;0;0;0;0;0;17;4;1;7;2;1;1;;0
59.166.0.6;9302;149.171.126.8;45132;tcp;FIN;0.029148;4014;59460;31;29;7;28;-;1085494.75;16086456;68;70;255;255;2311691875;2325773048;59;849;0;0;22.824.946;22.469.435;1421927497;1421927497;0.429821;0.420324;0.000769;0.000563;0.000206;0;0;0;0;0;17;6;3;7;1;1;1;;0
59.166.0.7;4684;149.171.126.3;80;tcp;FIN;1.088.863;1580;10168;31;29;3;5;http;106.459.668;7.056.167.969;12;18;255;255;2195884986;2196951775;132;565;1;3924;9.565.655.668;7.702.888.849;1421927497;1421927498;98.956.003;64.019.236;0.000673;0.000532;0.000141;0;0;1;0;0;3;1;2;2;2;1;1;;0
59.166.0.3;62592;149.171.126.4;35855;tcp;FIN;0.119616;4014;59460;31;29;7;28;-;2.645.130.938;3919943.75;68;70;255;255;2615886429;2633206748;59;849;0;0;92.633.861;92.110.074;1421927498;1421927498;1.780.328;1.751.132;0.000671;0.000535;0.000136;0;0;0;0;0;4;6;2;6;1;1;1;;0
59.166.0.6;32070;149.171.126.2;53;udp;CON;0.001076;132;164;31;29;0;0;dns;4.907.063.125;609.665.375;2;2;0;0;0;0;66;82;0;0;0;0;1421927498;1421927498;0.009;0.007;0;0;0;0;0;0;0;0;2;2;2;4;1;1;1;;0
59.166.0.7;3481;149.171.126.6;80;tcp;FIN;1.005.871;1580;10168;31;29;3;5;http;1.152.433.984;7.638.354.688;12;18;255;255;2133788483;4280222513;132;565;1;3924;9.530.266.792;7.676.196.323;1421927497;1421927498;91.409.909;5.913.735;0.000676;0.000532;0.000144;0;0;1;0;0;3;4;2;2;2;1;1;;0
59.166.0.3;16817;149.171.126.9;36142;tcp;FIN;0.028296;2974;30506;31;29;7;18;-;8.235.793.125;8452361;48;50;255;255;2615882941;2616186946;62;610;0;0;4.446.818;42.443.475;1421927498;1421927498;0.594574;0.564918;0.000792;0.000605;0.000187;0;0;0;0;0;4;3;3;6;1;1;1;;0
59.166.0.5;60498;149.171.126.7;23694;tcp;FIN;0.024884;3806;51808;31;29;7;26;-;1204629.5;16403793;64;66;255;255;2911687513;2912012951;59;785;0;0;20.826.336;20.113.578;1421927498;1421927498;0.38981;0.372662;0.00082;0.000652;0.000168;0;0;0;0;0;3;3;3;2;1;1;1;;0
59.166.0.6;23873;149.171.126.1;22086;tcp;FIN;0.028643;4014;59460;31;29;7;28;-;1.104.632.875;16370072;68;70;255;255;706303774;716333512;59;849;0;0;22.054.726;21.890.229;1421927498;1421927498;0.422582;0.407275;0.000669;0.000538;0.000131;0;0;0;0;0;17;4;2;4;1;1;2;;0
59.166.0.9;51941;149.171.126.5;53;udp;CON;0.001053;130;162;31;29;0;0;dns;4.938.271.563;615.384.625;2;2;0;0;0;0;65;81;0;0;0;0;1421927498;1421927498;0.009;0.009;0;0;0;0;0;0;0;0;2;2;3;4;1;1;1;;0
59.166.0.1;15782;149.171.126.9;21;tcp;FIN;5.704.761;2934;3740;31;29;11;15;ftp;4.035.927.246;5.147.980.957;52;54;255;255;1401272072;1602050339;56;69;0;0;8.517.138.332;230.918.313;1421927492;1421927498;111.851.663;107.627.109;0.000648;0.000522;0.000126;0;0;0;0;0;1;1;3;2;1;1;2;;0
59.166.0.6;60303;149.171.126.0;64462;tcp;FIN;0.016102;2974;30506;31;29;7;18;-;1447273.75;14853311;48;50;255;255;2855881758;706626495;62;610;0;0;19.921.042;18.746.289;1421927498;1421927498;0.336064;0.315571;0.000808;0.00063;0.000178;0;0;0;0;0;17;3;2;4;1;1;1;;0
59.166.0.3;53858;149.171.126.7;25;tcp;FIN;0.035753;37358;3380;31;29;18;8;smtp;8198472.5;7.383.995.625;52;42;255;255;946305088;3092733399;718;80;0;0;39.510.003;1.758.345;1421927498;1421927498;0.692275;0.859049;0.000667;0.000528;0.000139;0;0;0;0;0;1;1;3;6;1;1;1;;0
59.166.0.9;32362;149.171.126.4;143;tcp;FIN;0.035895;7816;15132;31;29;30;32;-;1727705.75;3345758.25;122;126;255;255;3035887758;3033162225;64;120;0;0;19.363.944;1.598.238;1421927498;1421927498;0.293727;0.285089;0.000687;0.000542;0.000145;0;0;0;0;0;4;6;2;4;1;1;1;;0
59.166.0.3;30730;149.171.126.2;53;udp;CON;0.001078;146;178;31;29;0;0;dns;541744;6.604.824.375;2;2;0;0;0;0;73;89;0;0;0;0;1421927498;1421927498;0.009;0.008;0;0;0;0;0;0;0;0;3;2;2;6;2;1;1;;0
59.166.0.3;62956;149.171.126.0;53;udp;CON;0.001141;146;178;31;29;0;0;dns;511831.75;6.240.140.625;2;2;0;0;0;0;73;89;0;0;0;0;1421927498;1421927498;0.009;0.007;0;0;0;0;0;0;0;0;3;4;2;6;2;1;1;;0
59.166.0.8;65405;149.171.126.3;53;udp;CON;0.001171;146;178;31;29;0;0;dns;4.987.190.625;608.027.375;2;2;0;0;0;0;73;89;0;0;0;0;1421927498;1421927498;0.01;0.008;0;0;0;0;0;0;0;0;1;1;2;2;1;1;1;;0
59.166.0.5;55974;149.171.126.8;62125;tcp;FIN;0.031007;2558;23162;31;29;7;14;-;643.725.625;5833779.5;40;42;255;255;2911690805;781591940;64;551;0;0;0;54.742.608;1421927498;1421927498;0.787308;0.742732;0.000733;0.000552;0.000181;0;0;0;0;0;3;6;3;2;1;1;1;;0
59.166.0.0;35299;149.171.126.8;80;tcp;FIN;1.071.401;1580;10168;31;29;3;5;http;1.081.947.852;7.171.171.094;12;18;255;255;2491690927;2492747137;132;565;1;3924;9.551.743.083;7.691.878.019;1421927497;1421927498;9.736.427;62.991.061;0.000689;0.000549;0.00014;0;0;1;0;0;1;2;3;2;1;1;1;;0
59.166.0.3;17320;149.171.126.5;80;tcp;FIN;1.053.906;1580;10168;31;29;3;5;http;1.099.908.398;7.290.214.063;12;18;255;255;226311354;227362641;132;565;1;3924;954.147.245;7.683.210.689;1421927497;1421927498;95.776.003;61.962.058;0.000691;0.000547;0.000144;0;0;1;0;0;1;1;3;6;1;1;1;;0
59.166.0.1;62472;149.171.126.9;54547;tcp;FIN;0.223292;8928;320;31;29;4;1;ftp-data;2.970.460.313;9.565.950.195;14;6;255;255;1401275066;528108771;638;53;0;0;1.586.492.167;67.893.047;1421927498;1421927498;17.176.307;44.534.801;0.000619;0.000485;0.000134;0;0;0;0;0;3;3;3;2;1;1;2;;0
59.166.0.6;2344;149.171.126.1;80;tcp;FIN;0.004069;1042;824;31;29;2;2;http;1793069.5;1.458.835.125;8;10;255;255;2975892026;2976964100;130;82;1;83;3.348.374;0.699552;1421927498;1421927498;0.531571;0.388444;0.000719;0.000569;0.00015;0;0;1;0;0;3;1;2;4;1;1;2;;0
59.166.0.9;41108;149.171.126.7;21;tcp;FIN;2.085.737;2934;3742;31;29;11;15;ftp;1.103.878.418;1.408.806.543;52;54;255;255;3383371324;1412366987;56;69;0;0;3.014.218.195;90.524.016;1421927496;1421927498;40.890.489;39.342.641;0.000735;0.000573;0.000162;0;0;0;1;1;1;1;3;4;1;1;1;;0
59.166.0.0;63786;149.171.126.5;5190;tcp;FIN;0.0041;1064;2260;31;29;4;4;-;1904390.25;4042926.75;12;12;255;255;2675882388;2671978116;89;188;0;0;17.075.164;0.395878;1421927498;1421927498;0.339455;0.322818;0.000666;0.00054;0.000126;0;0;0;0;0;9;5;3;2;1;1;1;;0
59.166.0.8;23274;149.171.126.6;25;tcp;FIN;0.021254;37230;3380;31;29;18;8;smtp;13744237;1.242.119.125;52;42;255;255;646304958;2797000918;716;80;0;0;22.023.092;0.868785;1421927498;1421927498;0.409922;0.504976;0.000712;0.000546;0.000166;0;0;0;0;0;1;1;2;2;1;1;1;;0
59.166.0.9;54078;149.171.126.8;5190;tcp;FIN;0.005643;1064;2260;31;29;4;4;-;1383661.25;2937444.75;12;12;255;255;1006301723;1006612946;89;188;0;0;27.509.016;0.579734;1421927498;1421927498;0.478091;0.460636;0.000695;0.000566;0.000129;0;0;0;0;0;4;6;3;4;1;1;1;;0
175.45.176.0;2871;149.171.126.11;111;udp;INT;0.00002;168;0;254;0;0;0;-;33600000;0;2;0;0;0;0;0;84;0;0;0;0;0;1421927498;1421927498;0.02;0;0;0;0;0;2;0;0;0;1;1;1;1;1;1;1;Reconnaissance;1
175.45.176.3;44421;149.171.126.18;80;tcp;FIN;0.246554;854;2132;62;252;2;2;http;249.519.375;6.054.657.422;10;8;255;255;2105979587;283825835;85;267;1;644;1.458.039.106;56.855.316;1421927499;1421927499;27.394.889;3.378.943;0.051057;0.005949;0.045108;0;1;1;0;0;1;1;1;1;1;1;1;DoS;1
